PN#,Part Number,Status,RFQ Count,Vendors
2,01-675-20,no_stock,0,
3,2117342-20,sent,10,"CAPITAL AEROSPARES(OH); Jet Midwest, Inc.(SV); Next Level Aviation LLC(SV); J2 Sourcing Limited(SV); TURBO RESOURCES INT'L(OH); zwahlen co(SV); AERO CONTROLS INC.(SV); J.B. AVICON BVBA(SV); QUALITY AEROPARTS, INC.(SV); IZZI CUP D.O.O.(SV)"
4,4051129-1,sent,2,"AERO COMPONENTS & ELECTRONICS, LLC(NE); NESW AIR(NE)"
5,9DX404700-01,sent,10,"AERO-ZONE(NE); CRESTWOOD TECHNOLOGY GROUP, LLC(NS); AJW Technique Inc.(NE); Tiger Enterprises & Trading Inc.(NE); DODSON INTERNATIONAL PARTS INC.(NS); Hansair Logistics Inc.(NE); Jet Support Services, Inc(NE); PRIMA AVIATION SERVICES INC.(NE); ALLAERO LIMITED(NE); AEROSTOCK(NE)"
